trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.5, 'e': 0.6785569656238399}",30,16,-126.83941583667578,"{0: 8, 1: 0, 2: 2, 3: 2, 4: 2}",1
552,False,"{'a': 0.5, 'e': 0.6774543809872099}",20,13,1.555644200989388,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.6763502720785085}",30,0,-90.04098813213169,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
554,False,"{'a': 0.5, 'e': 0.6752446413819803}",25,0,-27.579731720861307,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
555,False,"{'a': 0.5, 'e': 0.6741374913852938}",25,14,-14.645787592130455,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.6730288245795362}",35,1,-129.95059496828145,"{0: 23, 1: 4, 2: 4, 3: 1, 4: 2}",1
557,False,"{'a': 0.5, 'e': 0.671918643459207}",20,9,-122.61007745065193,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 3}",1
558,False,"{'a': 0.5, 'e': 0.6708069505222136}",25,16,-48.93437007863999,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
559,False,"{'a': 0.5, 'e': 0.6696937482698646}",30,7,-86.53709991891365,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 1}",1
560,False,"{'a': 0.5, 'e': 0.6685790392068645}",20,4,-50.094648065647036,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 1}",1
561,False,"{'a': 0.5, 'e': 0.6674628258413082}",20,1,-19.44641275415367,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.6663451106846753}",25,14,-76.92534728182358,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 1}",1
563,False,"{'a': 0.5, 'e': 0.6652258962518245}",30,0,-159.42829232074016,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 2}",0
564,False,"{'a': 0.5, 'e': 0.6641051850609878}",25,0,-46.93232200565199,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
565,False,"{'a': 0.5, 'e': 0.662982979633765}",30,0,-59.732963760522004,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
566,False,"{'a': 0.5, 'e': 0.6618592824951175}",25,0,-204.32929066288006,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
567,False,"{'a': 0.5, 'e': 0.6607340961733636}",30,1,-74.25445019063679,"{0: 23, 1: 1, 2: 2, 3: 2, 4: 1}",1
568,False,"{'a': 0.5, 'e': 0.6596074232001722}",20,0,-106.48105108812285,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
569,False,"{'a': 0.5, 'e': 0.6584792661105568}",25,0,-124.92113864436942,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
570,False,"{'a': 0.5, 'e': 0.6573496274428705}",35,18,-41.39840232830409,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.6562185097387998}",20,1,-134.3603734453915,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 3}",1
572,False,"{'a': 0.5, 'e': 0.6550859155433589}",20,0,-186.35210798622504,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
573,False,"{'a': 0.5, 'e': 0.6539518474048845}",20,0,-71.86438103655934,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
574,False,"{'a': 0.5, 'e': 0.6528163078750293}",20,16,8.609324954960993,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.6516792995087568}",30,3,-70.55487498451006,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 2}",1
576,False,"{'a': 0.5, 'e': 0.6505408248643353}",20,1,-53.303384433093015,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
577,False,"{'a': 0.5, 'e': 0.6494008865033324}",20,0,-72.5169140746557,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
578,False,"{'a': 0.5, 'e': 0.6482594869906086}",30,0,-111.20917914709126,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
579,False,"{'a': 0.5, 'e': 0.6471166288943128}",35,2,-160.7807486155105,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 4}",1
580,False,"{'a': 0.5, 'e': 0.6459723147858748}",20,0,-42.94320104056054,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
581,False,"{'a': 0.5, 'e': 0.6448265472400012}",20,0,-4.2514278843347935,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
582,False,"{'a': 0.5, 'e': 0.6436793288346683}",25,0,-126.05033879421131,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
583,False,"{'a': 0.5, 'e': 0.6425306621511171}",20,0,-103.36133861514301,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
584,False,"{'a': 0.5, 'e': 0.6413805497738471}",25,0,-70.83404576718785,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
585,False,"{'a': 0.5, 'e': 0.6402289942906106}",30,0,-88.22962394017246,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
586,False,"{'a': 0.5, 'e': 0.6390759982924071}",30,0,-63.17828071959231,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
587,False,"{'a': 0.5, 'e': 0.6379215643734772}",25,11,-35.21804532283398,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.6367656951312964}",20,6,-12.831727002195885,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.6356083931665704}",20,8,-26.184913660161346,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.6344496610832276}",25,17,-2.05461839654336,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.6332895014884152}",30,18,12.493030452562476,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.6321279169924916}",35,0,-58.5469471072458,"{0: 28, 1: 1, 2: 5, 3: 0, 4: 1}",0
593,False,"{'a': 0.5, 'e': 0.6309649102090216}",25,0,-50.7339476579991,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
594,False,"{'a': 0.5, 'e': 0.6298004837547696}",20,8,3.434609446818987,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.628634640249695}",20,0,7.363310198189291,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
596,False,"{'a': 0.5, 'e': 0.6274673823169449}",30,13,-57.609216217947754,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
597,False,"{'a': 0.5, 'e': 0.6262987125828494}",25,8,-121.5049498237535,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 2}",1
598,False,"{'a': 0.5, 'e': 0.6251286336769147}",30,0,-22.99137952940677,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
599,False,"{'a': 0.5, 'e': 0.6239571482318181}",35,0,-153.09194589327265,"{0: 22, 1: 3, 2: 6, 3: 3, 4: 1}",0
600,False,"{'a': 0.5, 'e': 0.6227842588834013}",20,8,-17.463645884239973,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.6216099682706645}",20,0,-54.504152113735636,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
602,False,"{'a': 0.5, 'e': 0.6204342790357614}",20,2,-67.1319173937939,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
603,False,"{'a': 0.5, 'e': 0.6192571938239922}",25,1,-29.663148540653037,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.6180787152837983}",25,0,-101.72450502187058,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
605,False,"{'a': 0.5, 'e': 0.6168988460667556}",25,0,-75.98377111229972,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
606,False,"{'a': 0.5, 'e': 0.6157175888275696}",20,0,5.9586715626943985,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
607,False,"{'a': 0.5, 'e': 0.6145349462240683}",30,11,2.9197362928363217,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.6133509209171976}",20,4,-2.871515912485825,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.6121655155710133}",20,14,-2.5623714604570687,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.6109787328526773}",20,0,-59.03654946229539,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
611,False,"{'a': 0.5, 'e': 0.6097905754324502}",30,0,-72.35639742397386,"{0: 23, 1: 3, 2: 1, 3: 2, 4: 1}",0
612,False,"{'a': 0.5, 'e': 0.6086010459836856}",20,10,8.842001006985786,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.6074101471828243}",20,0,-71.61327678139263,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
614,False,"{'a': 0.5, 'e': 0.6062178817093881}",35,0,7.3164050556225515,"{0: 32, 1: 1, 2: 1, 3: 1, 4: 0}",0
615,False,"{'a': 0.5, 'e': 0.6050242522459737}",20,12,-11.16368300743506,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.6038292614782471}",20,0,-131.71060258777206,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
617,False,"{'a': 0.5, 'e': 0.6026329120949369}",30,0,-44.59123063272479,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
618,False,"{'a': 0.5, 'e': 0.6014352067878287}",20,0,-69.39023094506689,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
619,False,"{'a': 0.5, 'e': 0.6002361482517589}",25,10,-11.841684922988104,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.5990357391846088}",30,16,-83.91612878119311,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 2}",1
621,False,"{'a': 0.5, 'e': 0.5978339822872982}",20,0,-78.52556872934657,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
622,False,"{'a': 0.5, 'e': 0.5966308802637799}",20,7,2.5603899796169323,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.5954264358210324}",20,5,-61.25599421925,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.5942206516690557}",25,0,-73.02551062567255,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
625,False,"{'a': 0.5, 'e': 0.5930135305208634}",20,0,-42.98176157542217,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
626,False,"{'a': 0.5, 'e': 0.5918050750924776}",30,14,-14.08023040326399,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.5905952881029224}",30,14,-40.1604354415862,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
628,False,"{'a': 0.5, 'e': 0.5893841722742182}",25,15,-70.77156093813377,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 2}",1
629,False,"{'a': 0.5, 'e': 0.588171730331375}",25,17,13.826836353803504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.5869579650023868}",35,0,-87.70304652013054,"{0: 25, 1: 1, 2: 8, 3: 0, 4: 1}",0
631,False,"{'a': 0.5, 'e': 0.5857428790182249}",20,0,-121.32393893552742,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
632,False,"{'a': 0.5, 'e': 0.5845264751128323}",25,2,-43.59923491689915,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
633,False,"{'a': 0.5, 'e': 0.5833087560231173}",30,0,-95.04229430548449,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
634,False,"{'a': 0.5, 'e': 0.5820897244889474}",20,13,-20.649786401860407,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.5808693832531429}",30,5,-20.058303141100815,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.5796477350614712}",20,1,-44.834151327675926,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
637,False,"{'a': 0.5, 'e': 0.57842478266264}",35,7,-105.05210290623262,"{0: 17, 1: 3, 2: 5, 3: 3, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.577200528808292}",20,0,-85.07816128543409,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
639,False,"{'a': 0.5, 'e': 0.5759749762529975}",20,0,-90.41295532851991,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
640,False,"{'a': 0.5, 'e': 0.5747481277542497}",25,2,-59.54092713029901,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 1}",1
641,False,"{'a': 0.5, 'e': 0.5735199860724567}",30,0,-120.43284277521566,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
642,False,"{'a': 0.5, 'e': 0.5722905539709371}",30,0,-48.410639902265544,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
643,False,"{'a': 0.5, 'e': 0.5710598342159124}",20,4,-44.35177471354458,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
644,False,"{'a': 0.5, 'e': 0.5698278295765017}",20,0,-84.24920560178562,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
645,False,"{'a': 0.5, 'e': 0.5685945428247149}",25,0,-67.24042031602993,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
646,False,"{'a': 0.5, 'e': 0.5673599767354465}",20,0,-59.28659919042042,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
647,False,"{'a': 0.5, 'e': 0.5661241340864699}",20,9,-16.720689802100708,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.5648870176584303}",25,0,-33.734866541316,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
649,False,"{'a': 0.5, 'e': 0.5636486302348395}",20,0,-76.32092192530482,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
650,False,"{'a': 0.5, 'e': 0.5624089746020682}",25,2,-86.81117595705692,"{0: 14, 1: 5, 2: 2, 3: 1, 4: 1}",1
651,False,"{'a': 0.5, 'e': 0.5611680535493415}",20,0,-48.098109181725924,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
652,False,"{'a': 0.5, 'e': 0.5599258698687309}",20,12,14.05920994338138,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.5586824263551495}",25,0,-64.24209378333603,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
654,False,"{'a': 0.5, 'e': 0.5574377258063443}",25,0,-69.22629080803065,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
655,False,"{'a': 0.5, 'e': 0.5561917710228914}",25,7,23.933324252606052,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.5549445648081882}",20,0,-94.19170503150818,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
657,False,"{'a': 0.5, 'e': 0.5536961099684484}",20,0,-134.46897280960786,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
658,False,"{'a': 0.5, 'e': 0.5524464093126947}",20,10,18.14675939873756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.5511954656527531}",25,0,-76.97069537500316,"{0: 17, 1: 0, 2: 6, 3: 2, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.5499432818032464}",30,0,-76.29686419359268,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
661,False,"{'a': 0.5, 'e': 0.5486898605815876}",20,11,-20.49552706387316,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.5474352048079739}",20,9,-5.8737407123253575,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.5461793173053805}",30,12,-23.498995799713633,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.5449222008995535}",25,3,-96.15001185488278,"{0: 14, 1: 0, 2: 6, 3: 1, 4: 1}",1
665,False,"{'a': 0.5, 'e': 0.5436638584190043}",30,4,-43.52752937313447,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 1}",1
666,False,"{'a': 0.5, 'e': 0.542404292695003}",20,9,-29.203546473887044,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.5411435065615721}",25,2,-69.00653123865841,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
668,False,"{'a': 0.5, 'e': 0.5398815028554796}",25,9,4.150594965871092,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.5386182844162335}",30,0,22.419385355443993,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
670,False,"{'a': 0.5, 'e': 0.5373538540860746}",30,5,-66.22827686855133,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",1
671,False,"{'a': 0.5, 'e': 0.5360882147099708}",35,0,-37.264103223941966,"{0: 29, 1: 3, 2: 2, 3: 0, 4: 1}",0
672,False,"{'a': 0.5, 'e': 0.5348213691356102}",20,0,-102.06619569484184,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
673,False,"{'a': 0.5, 'e': 0.5335533202133944}",25,0,-71.51819618903379,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",1
674,False,"{'a': 0.5, 'e': 0.5322840707964334}",20,0,-0.6767976123676767,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
675,False,"{'a': 0.5, 'e': 0.5310136237405375}",30,18,21.749420479649867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.5297419819042124}",25,0,-19.852983523153405,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
677,False,"{'a': 0.5, 'e': 0.5284691481486514}",25,5,-10.538609523496833,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.5271951253377299}",25,3,20.296627700312758,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.525919916337999}",20,0,-70.9803927990644,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
680,False,"{'a': 0.5, 'e': 0.5246435240186782}",20,15,8.547771635481867,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.5233659512516496}",20,0,7.932158327404807,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
682,False,"{'a': 0.5, 'e': 0.5220872009114514}",20,12,6.283668408919206,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.5208072758752715}",20,0,-114.58661541199696,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
684,False,"{'a': 0.5, 'e': 0.5195261790229407}",25,0,-65.67034908259897,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
685,False,"{'a': 0.5, 'e': 0.5182439132369262}",20,0,-105.45723576841452,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
686,False,"{'a': 0.5, 'e': 0.5169604814023254}",30,0,-60.53141284570979,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
687,False,"{'a': 0.5, 'e': 0.5156758864068599}",25,0,-45.90386647366681,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
688,False,"{'a': 0.5, 'e': 0.5143901311408672}",25,0,-55.70732668820831,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
689,False,"{'a': 0.5, 'e': 0.5131032184972966}",20,11,-79.09451468863384,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
690,False,"{'a': 0.5, 'e': 0.5118151513717006}",20,0,-40.272434381547185,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
691,False,"{'a': 0.5, 'e': 0.5105259326622303}",25,0,-101.45960359012983,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 3}",0
692,False,"{'a': 0.5, 'e': 0.5092355652696267}",30,15,11.41103249829149,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.507944052097216}",30,0,-75.63320212749584,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
694,False,"{'a': 0.5, 'e': 0.5066513960509025}",20,5,-33.94477820167703,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
695,False,"{'a': 0.5, 'e': 0.5053576000391616}",20,5,-38.06452998244739,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.5040626669730338}",20,4,-69.71541553734703,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 1}",1
697,False,"{'a': 0.5, 'e': 0.5027665997661179}",25,0,-30.914427251477147,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
698,False,"{'a': 0.5, 'e': 0.5014694013345646}",20,0,6.989085364214146,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
699,False,"{'a': 0.5, 'e': 0.5001710745970702}",25,19,-2.0676042249425883,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.49887162247486866}",30,8,26.23465518848905,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.497571047891727}",25,6,-19.480580467769432,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
702,False,"{'a': 0.5, 'e': 0.4962693537739375}",30,19,-4.179999478109401,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.49496654305031157}",30,8,-112.85203782345855,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 3}",1
704,False,"{'a': 0.5, 'e': 0.4936626186521724}",20,0,-21.7824112980975,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
705,False,"{'a': 0.5, 'e': 0.4923575835133496}",25,13,19.924929157889864,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.49105144057017147}",25,9,14.299519584301317,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.48974419276145953}",20,12,16.786269226611637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.4884358430285202}",20,0,-43.01355451592013,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
709,False,"{'a': 0.5, 'e': 0.4871263943151402}",30,2,-14.043427484304312,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.48581584956757845}",25,17,2.0256819266627715,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.4845042117345603}",25,14,-0.7957079869953618,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.48319148376727}",20,11,3.461241685680577,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.48187766861934506}",30,21,6.118810398212062,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.480562769246869}",25,7,-10.329839068696954,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
715,False,"{'a': 0.5, 'e': 0.47924678860836506}",25,0,3.116708053858062,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
716,False,"{'a': 0.5, 'e': 0.47792972966478875}",20,15,-29.44763175447595,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
717,False,"{'a': 0.5, 'e': 0.47661159537952236}",20,0,-54.78879864152721,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
718,False,"{'a': 0.5, 'e': 0.4752923887183674}",25,17,1.42750493232563,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.4739721126495385}",35,20,-8.083973969842372,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.4726507701436559}",20,0,-32.62722989660088,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
721,False,"{'a': 0.5, 'e': 0.47132836417373997}",25,10,-7.845189524487946,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.47000489771520343}",20,11,16.88918553931471,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.4686803737458455}",20,0,0.30522536670684985,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
724,False,"{'a': 0.5, 'e': 0.46735479524584417}",25,11,-32.60819712732344,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
725,False,"{'a': 0.5, 'e': 0.46602816519775075}",25,8,-67.63785169709969,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
726,False,"{'a': 0.5, 'e': 0.4647004865864822}",25,15,7.350700035119226,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.4633717623993151}",30,19,19.59875327847586,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.46204199562587783}",20,16,8.396284280803478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.46071118925814536}",25,13,-20.634148782652417,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.45937934629043164}",20,5,-39.33299297224022,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
731,False,"{'a': 0.5, 'e': 0.45804646971938234}",20,0,0.8412678162404363,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
732,False,"{'a': 0.5, 'e': 0.45671256254396947}",20,0,-37.38118657026202,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
733,False,"{'a': 0.5, 'e': 0.45537762776548346}",25,14,-3.2991680137865194,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.45404166838752735}",25,0,1.728566057874816,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
